0.981488,-0.158778,0.107101
-0.977331,-0.196921,0.077761
0.078057,0.189244,-0.978823
0.510119,-0.858208,0.057081
-0.169632,-0.630251,-0.757633
0.923709,0.077551,0.375164
0.865068,0.067295,-0.497120
0.141805,-0.381391,0.913473
0.222897,0.142433,0.964381
-0.503182,0.397054,0.767565
0.651160,0.740927,0.164372
-0.544072,0.271632,0.793853
-0.712313,-0.199283,0.672975
-0.107753,-0.754369,-0.647547
-0.388643,-0.920948,-0.028484
0.720384,0.693532,0.007752
0.088492,-0.982950,0.161179
-0.008375,-0.496103,-0.868223
0.006074,-0.995263,-0.097031
0.140501,0.635332,-0.759350
0.693146,0.716180,0.081455
-0.099709,0.938631,0.330195
0.564931,0.539073,-0.624703
-0.326215,-0.941566,0.083888
0.246790,0.937125,-0.246762
0.561679,-0.776761,-0.284885
0.745575,-0.641219,-0.181537
-0.585376,-0.793942,0.164288
0.998182,-0.044038,0.041145
0.650284,0.260487,0.713636
-0.659717,-0.556980,0.504526
-0.795045,-0.531218,-0.292763
-0.704296,-0.402709,0.584630
0.306128,-0.845096,0.438291
-0.713047,-0.701116,-0.000407
-0.712791,0.171577,0.680067
0.183952,0.929693,0.319111
-0.975996,0.214010,-0.040399
-0.549847,0.099627,-0.829303
-0.137432,-0.077035,0.987511
-0.209393,-0.168112,-0.963272
0.747850,-0.615278,0.249306
0.231747,0.577439,-0.782852
-0.112859,-0.347242,-0.930960
-0.177783,-0.865855,0.467641
-0.179147,-0.938653,-0.294682
-0.243646,-0.360020,0.900568
-0.107671,-0.947711,-0.300418
0.460557,-0.864806,0.199993
0.648682,-0.433260,0.625698
-0.972878,0.201629,0.113372
0.599247,0.791987,-0.116874
0.865104,0.254411,-0.432286
0.635455,0.527223,0.564121
0.247421,-0.148398,0.957476
0.781077,-0.610260,-0.132298
0.183737,0.901877,-0.390972
0.903767,0.369614,0.215847
0.612597,0.420733,0.669110
0.088326,-0.083726,-0.992567
0.850208,-0.044047,0.524602
0.737557,0.081650,-0.670330
-0.017523,0.172703,-0.984818
-0.136829,-0.987475,0.078559
